,Età,Genere,Regione di appartenenza della struttura sanitaria in cui opera,Tipologia della struttura sanitaria,Ruolo professionale (è possibile indicare più di 1 risposta),Le sue prestazioni sanitarie hanno subito un calo durante l'emergenza? ,"Se ha risposto sì, qual è stata la motivazione principale del calo? ","Se ha risposto sì, quantifichi l'impatto dell'emergenza sulla sua attività lavorativa:",Con quali modalità ha erogato le sue prestazioni DURANTE l'emergenza?,La Regione di appartenenza della struttura in cui opera dispone del registro clinico elettronico?,Quali tra i seguenti strumenti telematici ha utilizzato DURANTE l'emergenza per raggiungere e fornire supporto ai pazienti?,Gli strumenti telematici da lei utilizzati sono personali o le sono stati forniti dalla struttura di appartenenza?,Quale percentuale delle sue prestazioni ha erogato tramite strumenti telematici DURANTE l'emergenza?,Quanto ritiene che gli strumenti telematici le siano stati utili DURANTE l'emergenza per raggiungere e fornire supporto soddisfacente ai pazienti?,"Gli strumenti telematici, che ha utilizzato durante l'emergenza, erano disponibili nella sua struttura?",Quali tra i seguenti strumenti telematici utilizzava PRIMA dell'emergenza per raggiungere e fornire supporto ai pazienti?,Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Fornire consulenze a MMG/altro specialista],Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Chiedere consulenze ad altri specialisti],Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Valutazione/Monitoraggio di pazienti già in cura],Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Valutazione/Monitoraggio di pazienti di nuovo esordio],Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Gestione dell'emergenza],Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Monitoraggio della terapia farmacologica],Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Prescrizione di farmaci],Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Psicoterapia live],Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Psicoterapia tramite trasferimento di materiale audio-visivo],Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Riabilitazione psichiatrica],Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Consulenza giuridica in ambito civile],Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Consulenza giuridica in ambito penale],Quale percentuale delle sue prestazioni erogava tramite strumenti telematici PRIMA dell'emergenza ?,"PRIMA dell'emergenza, quanto riteneva utili gli strumenti telematici per raggiungere e fornire supporto soddisfacente ai pazienti ?",Continuerà ad utilizzare strumenti telematici nella sua pratica clinica DOPO l'emergenza?,Per quali fasce di età ritiene che l'impiego di strumenti telematici sia più utile e vantaggioso?,In quali popolazioni ritiene che l'uso di strumenti telematici sia più utile e vantaggioso?,Per quali disturbi ritiene che l'uso di strumenti telematici sia più utile e vantaggioso?,L'impiego di strumenti telematici per la salute mentale è a un buon livello di implementazione in Italia,L'impiego di strumenti telematici per la salute mentale ha costi elevati,"L'impiego di strumenti telematici per la salute mentale è un approccio valido, accurato ed efficace tanto quanto la pratica clinica in presenza",L'impiego di strumenti telematici per la salute mentale consente di stabilire una buona relazione medico-paziente,L'impiego di strumenti telematici per la salute mentale è vantaggioso in termini di tempo per l'operatore,L'impiego di strumenti telematici per la salute mentale è vantaggioso in termini di tempo per il paziente,L'impiego di strumenti telematici per la salute mentale è vantaggioso in termini economici per l'operatore,L'impiego di strumenti telematici per la salute mentale è vantaggioso in termini economici per il paziente,L'impiego di strumenti telematici per la salute mentale presenta problemi di confidenzialità tali da limitarne l'utilizzo,Ritengo di essere adeguatamente preparato all'impiego di strumenti telematici per la salute mentale,Sono globalmente soddisfatto delle prestazioni che riesco ad erogare usando strumenti telematici,Lo spazio sottostante è a sua disposizione per indicare eventuali commenti alle risposte che ha dato alle precedenti domande e/o per indicare quali aspetti mancano agli strumenti telematici rispetto al contatto in presenza. ,Unnamed: 49,Con quali modalità erogava le sue prestazioni PRIMA dell'emergenza?,Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Fornire consulenze a MMG/altro specialista].1,Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Chiedere consulenze ad altri specialisti].1,Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Valutazione/Monitoraggio di pazienti già in cura].1,Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Valutazione/Monitoraggio di pazienti di nuovo esordio].1,Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Gestione dell'emergenza].1,Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Monitoraggio della terapia farmacologica].1,Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Prescrizione di farmaci].1,Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Psicoterapia live].1,Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Psicoterapia tramite trasferimento di materiale audio-visivo].1,Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Riabilitazione psichiatrica].1,Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Consulenza giuridica in ambito civile].1,Indichi per quali delle seguenti prestazioni utilizzava gli strumenti telematici indicati PRIMA dell'emergenza [Consulenza giuridica in ambito penale].1,L'impiego di strumenti telematici per la salute mentale permette di abbattere la barriera dello stigma
10,31 - 40,Femminile,Toscana,"Azienda Ospedaliera, Azienda Socio-Sanitaria Territoriale",Psichiatra,No,,,Esclusivamente in presenza,Sì,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,Esclusivamente in presenza,,,,,,,,,,,,,3.0
11,20 - 30,Femminile,Toscana,Azienda Ospedaliera,Medico Specializzando,Sì,Interruzione di servizi non urgenti,9,"Mista, prevalentemente tramite strumenti telematici",Sì,"Telefono (chiamate, SMS), e-mail",,Oltre il 75%,3.0,"Sì, già PRIMA dell'emergenza","Telefono (chiamate, SMS), e-mail",,,"Telefono (chiamate, SMS)",,,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,,,,25-50%,2.0,"Sì, ma con frequenza inferiore",Adulti,"Pazienti che vivono in località difficilmente raggiungibili, Caregiver di pazienti con patologie croniche, Studenti","Disturbi depressivi, Disturbi bipolari, Schizofrenia e altri disturbi psicotici, Disturbo di panico, Disturbo d'ansia sociale, Disturbo ossessivo-compulsivo e correlati",2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,,,"Mista, prevalentemente in presenza",,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,,,,3.0
12,41 - 50,Femminile,Lombardia,Azienda Socio-Sanitaria Territoriale,Psichiatra,No,,,"Mista, prevalentemente in presenza",Sì,"Telefono (chiamate, SMS), Videoconferenza (Skype, Zoom etc)",,Meno del 25%,4.0,"Sì, la struttura si è attrezzata DURANTE l'emergenza","Telefono (chiamate, SMS), e-mail","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,,,,,,,,,Meno del 25%,3.0,"Sì, ma con frequenza inferiore",Adulti,"Pazienti sottoposti a regime di custodia, Pazienti che vivono in località difficilmente raggiungibili, Caregiver di pazienti con patologie croniche","Disturbi depressivi, Disturbo di panico, Disturbo d'ansia sociale, Disturbo ossessivo-compulsivo e correlati",2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,,,"Mista, prevalentemente in presenza","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,,,,,,,,4.0
13,31 - 40,Femminile,Puglia,Azienda Sanitaria Locale,Tecnico/a della riabilitazione psichiatrica,No,,,"Esclusivamente in remoto, tramite strumenti telematici",Sì,"Videoconferenza (Skype, Zoom etc), e-mail, Registro clinico elettronico",,Oltre il 75%,5.0,"No, ho usato strumenti personali","Telefono (chiamate, SMS), Registro clinico elettronico","Telefono (chiamate, SMS), Altro","Telefono (chiamate, SMS), Altro","Telefono (chiamate, SMS), Altro","Telefono (chiamate, SMS), Altro","Telefono (chiamate, SMS), Altro",,,,,"Telefono (chiamate, SMS), Altro",,,Meno del 25%,4.0,"Sì, ma con frequenza inferiore",,,,4.0,2.0,3.0,2.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,,,Esclusivamente in presenza,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",Registro clinico elettronico,Registro clinico elettronico,"Telefono (chiamate, SMS), Registro clinico elettronico","Videoconferenza (Skype, Zoom etc)",,,,"Telefono (chiamate, SMS), Videoconferenza (Skype, Zoom etc), Registro clinico elettronico",,,2.0
14,51 - 60,Femminile,Lombardia,Azienda Ospedaliera,Psichiatra,Sì,Interruzione di servizi non urgenti,7,"Mista, prevalentemente in presenza",No,"Telefono (chiamate, SMS), Videoconferenza (Skype, Zoom etc)",,Meno del 25%,4.0,"Sì, la struttura si è attrezzata DURANTE l'emergenza","Telefono (chiamate, SMS), e-mail","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",e-mail,,"Telefono (chiamate, SMS), e-mail","Telefono (chiamate, SMS)",e-mail,,,,,,Meno del 25%,2.0,"Sì, con la stessa frequenza",,,,4.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0,,,Esclusivamente in presenza,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS), e-mail","Videoconferenza (Skype, Zoom etc)","Videoconferenza (Skype, Zoom etc)",e-mail,e-mail,,,,,,4.0
15,51 - 60,Femminile,Lombardia,Azienda Ospedaliera,Psichiatra,Sì,Interruzione di servizi non urgenti,10,"Mista, prevalentemente tramite strumenti telematici",Sì,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), Videoconferenza (Skype, Zoom etc), e-mail",,25-50%,3.0,"Sì, la struttura si è attrezzata DURANTE l'emergenza","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)",,,"Telefono (chiamate, SMS)",,,,,,,,,,Meno del 25%,3.0,No,Adulti,Caregiver di pazienti con patologie croniche,"Disturbi depressivi, Disturbo di panico, Disturbo d'ansia sociale, Disturbo ossessivo-compulsivo e correlati, Disturbo post-traumatico da stress, Disturbi di personalità",3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,,,"Mista, prevalentemente in presenza",,,"Telefono (chiamate, SMS)",,,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,"Telefono (chiamate, SMS)",,,,2.0
16,51 - 60,Femminile,Lombardia,Azienda Ospedaliera,Psichiatra,Sì,Interruzione di servizi non urgenti,10,"Mista, prevalentemente in presenza",Sì,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), Videoconferenza (Skype, Zoom etc)",,25-50%,3.0,"Sì, la struttura si è attrezzata DURANTE l'emergenza","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), Videoconferenza (Skype, Zoom etc)",,,"Telefono (chiamate, SMS)",,,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,,,,Meno del 25%,3.0,No,Adulti,Caregiver di pazienti con patologie croniche,"Disturbo di panico, Disturbo d'ansia sociale, Disturbo ossessivo-compulsivo e correlati, Disturbo post-traumatico da stress, Disturbi di personalità",2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,"Vi è comunque una ""distanza comunicativa""e incompleta autenticità espressiva emozionale",,"Mista, prevalentemente in presenza",,,"Telefono (chiamate, SMS)",,,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,,,,2.0
17,31 - 40,Femminile,Toscana,Azienda Sanitaria Locale,Psicologo/a,Sì,Interruzione di servizi non urgenti,7,"Esclusivamente in remoto, tramite strumenti telematici",Non so,"Telefono (chiamate, SMS), Videoconferenza (Skype, Zoom etc), e-mail",,Meno del 25%,5.0,"No, ho usato strumenti personali","Telefono (chiamate, SMS), e-mail",Altro,Altro,Altro,Altro,Altro,Altro,Altro,Altro,Altro,Altro,Altro,Altro,Meno del 25%,5.0,"Sì, ma con frequenza inferiore",Qualsiasi,Qualsiasi,Qualsiasi,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,,"Mista, prevalentemente in presenza",e-mail,e-mail,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",e-mail,"Telefono (chiamate, SMS)",Altro,Altro,Altro,Altro,Altro,3.0
18,51 - 60,Maschile,Puglia,Azienda Sanitaria Locale,TNPEE ,No,,5,"Mista, prevalentemente tramite strumenti telematici",Sì,"Videoconferenza (Skype, Zoom etc)",,Oltre il 75%,4.0,"No, ho usato strumenti personali","Telefono (chiamate, SMS), e-mail, Registro clinico elettronico",,"Telefono (chiamate, SMS)",,,,,,,,,,,Meno del 25%,3.0,"Sì, ma con frequenza inferiore",Bambini e adolescenti,Qualsiasi,"Disturbi dello spettro dell'autismo, ADHD, Disturbi depressivi",2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,"Grazie, utile ragionare in termini di efficacia efficienza del sistema telematico ",,"Mista, prevalentemente in presenza",,,"Telefono (chiamate, SMS)",,,,,,,,,,3.0
19,20 - 30,Femminile,Basilicata,Struttura ambulatoriale privata convenzionata con il SSN,Psicoterapeuta,Sì,Lockdown,9,"Esclusivamente in remoto, tramite strumenti telematici",Sì,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), Videoconferenza (Skype, Zoom etc)",,25-50%,5.0,"Sì, la struttura si è attrezzata DURANTE l'emergenza","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), Registro clinico elettronico","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)","Telefono (chiamate, SMS), e-mail",,,,Meno del 25%,2.0,"Sì, ma con frequenza inferiore",,,,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,,,Esclusivamente in presenza,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)","Chat (Whatsapp, Telegram etc)",,"Chat (Whatsapp, Telegram etc)","Chat (Whatsapp, Telegram etc), e-mail",Altro,Altro,Altro,2.0
20,> 60,Femminile,Puglia,Azienda Sanitaria Locale,"Psicologo/a, Psicoterapeuta",Sì,Lockdown,6,"Esclusivamente in remoto, tramite strumenti telematici",No,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), Videoconferenza (Skype, Zoom etc)",,Oltre il 75%,5.0,"No, ho usato strumenti personali",,,,,,,,,,,,,,Meno del 25%,1.0,"Sì, ma con frequenza inferiore",,,,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,,,Esclusivamente in presenza,,,,,,,,,,,,,3.0
21,20 - 30,Maschile,Puglia,Studio Privato,"Psicologo/a, Psicoterapeuta",Sì,Lockdown,7,"Mista, prevalentemente tramite strumenti telematici",Non so,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), Videoconferenza (Skype, Zoom etc)",,Oltre il 75%,4.0,"No, ho usato strumenti personali","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,"Chat (Whatsapp, Telegram etc)","Chat (Whatsapp, Telegram etc)",,,,Meno del 25%,3.0,"Sì, ma con frequenza inferiore","Bambini e adolescenti, Adulti","Pazienti che vivono in località difficilmente raggiungibili, Caregiver di pazienti con patologie croniche, Studenti","Disturbo di panico, Disturbo d'ansia sociale, Disturbi correlati a dipendenze comportamentali, Disturbi dell'alimentazione",3.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,,,"Mista, prevalentemente in presenza","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,"Chat (Whatsapp, Telegram etc)","Chat (Whatsapp, Telegram etc)",,,,3.0
22,20 - 30,Femminile,Puglia,Centro diurno ,EDUCATORE PROFESSIONALE ,No,,,"Esclusivamente in remoto, tramite strumenti telematici",Non so,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)",,51-75%,5.0,"Sì, già PRIMA dell'emergenza","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)",,,,,,,,,,,,,Meno del 25%,2.0,"Sì, con la stessa frequenza",,,,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,,Esclusivamente in presenza,,,,"Telefono (chiamate, SMS)",,"Telefono (chiamate, SMS)",,,,"Telefono (chiamate, SMS)",,,3.0
23,41 - 50,Femminile,Puglia,Centro diurno psichiatrico ,Educatore,No,,,"Esclusivamente in remoto, tramite strumenti telematici",Non so,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)",,51-75%,5.0,"Sì, già PRIMA dell'emergenza","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)","Telefono (chiamate, SMS)",,,,,"Telefono (chiamate, SMS)",,,,,,,Meno del 25%,3.0,"Sì, con la stessa frequenza",Qualsiasi,Qualsiasi,"ADHD, Disturbi depressivi, Schizofrenia e altri disturbi psicotici, Disturbo d'ansia sociale, Disturbi di personalità, Disturbi dell'alimentazione",3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,,,"Mista, prevalentemente in presenza",,,,,,"Telefono (chiamate, SMS)",,,,,,,5.0
24,41 - 50,Femminile,Lombardia,Azienda Ospedaliera,Infermiere/a specializzato/a,No,,,"Mista, prevalentemente in presenza",Sì,"Telefono (chiamate, SMS)",,25-50%,5.0,"No, ho usato strumenti personali","Telefono (chiamate, SMS)",,,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,,,,,,,Meno del 25%,5.0,"Sì, ma con frequenza inferiore",Qualsiasi,Qualsiasi,Qualsiasi,3.0,1.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,,,"Mista, prevalentemente in presenza",,,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,,,,,,,3.0
25,41 - 50,Femminile,Puglia,Azienda Sanitaria Locale,Educatore Professionale,Sì,Interruzione di servizi non urgenti,3,"Mista, prevalentemente tramite strumenti telematici",Sì,"Telefono (chiamate, SMS), Registro clinico elettronico",,25-50%,3.0,"Sì, già PRIMA dell'emergenza","Telefono (chiamate, SMS)",,,,,,,,,,,,,Meno del 25%,3.0,"Sì, ma con frequenza inferiore",,,,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,"Il contatto in presenza o telematico richiede una preventiva valutazione caso per caso e necessita di strumenti adeguati non solo per il servizio, ma anche a carico degli utenti. Nella mia esperienza, oltre al telefono, non è stato possibile utilizzare altro. ",,Esclusivamente in presenza,,,,,,,,,,"Telefono (chiamate, SMS)",,,3.0
26,31 - 40,Femminile,Toscana,Struttura ambulatoriale privata non convenzionata con il SSN,Psicologo/a,Sì,Lockdown,7,"Esclusivamente in remoto, tramite strumenti telematici",No,"Chat (Whatsapp, Telegram etc), Videoconferenza (Skype, Zoom etc)",,Oltre il 75%,5.0,"Sì, già PRIMA dell'emergenza","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)",,,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)",,"Telefono (chiamate, SMS)",,,,,,,,Oltre il 75%,5.0,"Sì, ma con frequenza inferiore",Qualsiasi,Qualsiasi,Qualsiasi,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,,,"Mista, prevalentemente in presenza",,,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)",,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)",,,,,,,,3.0
27,51 - 60,Femminile,Puglia,Azienda Sanitaria Locale,Educatore professionale ,No,,,"Esclusivamente in remoto, tramite strumenti telematici",Sì,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), Videoconferenza (Skype, Zoom etc)",,51-75%,3.0,"No, ho usato strumenti personali","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc)",,,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,,,,"Telefono (chiamate, SMS)",,,Meno del 25%,2.0,"Sì, ma con frequenza inferiore",,,,2.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,3.0,,,Esclusivamente in presenza,,,"Telefono (chiamate, SMS)",,,,,,,,,,1.0
28,20 - 30,Femminile,Puglia,Struttura ambulatoriale privata non convenzionata con il SSN,Tecnico/a della riabilitazione psichiatrica,Sì,Lockdown,8,"Mista, prevalentemente tramite strumenti telematici",Sì,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), Videoconferenza (Skype, Zoom etc)",,51-75%,5.0,"Sì, la struttura si è attrezzata DURANTE l'emergenza","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,,,"Telefono (chiamate, SMS)",,Meno del 25%,2.0,"Sì, ma con frequenza inferiore",,,,5.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,1.0,4.0,5.0,,,Esclusivamente in presenza,"Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",5.0
29,31 - 40,Femminile,Puglia,Struttura ambulatoriale privata convenzionata con il SSN,Tecnico/a della riabilitazione psichiatrica,No,,,"Esclusivamente in remoto, tramite strumenti telematici",Sì,"Telefono (chiamate, SMS)",,Oltre il 75%,4.0,"Sì, già PRIMA dell'emergenza","Telefono (chiamate, SMS)",,,,,,"Telefono (chiamate, SMS)",,,,,,,Meno del 25%,4.0,"Sì, ma con frequenza inferiore",Bambini e adolescenti,Pazienti che frequentano i centri diurni,Qualsiasi,2.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,,,"Mista, prevalentemente in presenza",,,,,,"Telefono (chiamate, SMS)",,,,,,,3.0
30,31 - 40,Maschile,Lombardia,Azienda Socio-Sanitaria Territoriale,Tecnico/a della riabilitazione psichiatrica,Sì,Interruzione di servizi non urgenti,6,"Mista, prevalentemente tramite strumenti telematici",Sì,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), Videoconferenza (Skype, Zoom etc), e-mail, Piattaforma certificata di telemedicina",,51-75%,4.0,"No, ho usato strumenti personali","Telefono (chiamate, SMS)",,,,,"Telefono (chiamate, SMS)",,,,,"Telefono (chiamate, SMS)",,"Telefono (chiamate, SMS)",Meno del 25%,3.0,"Sì, ma con frequenza inferiore",Adulti,"Pazienti sottoposti a regime di custodia, Pazienti che vivono in località difficilmente raggiungibili","Disturbi dello spettro dell'autismo, Disturbo post-traumatico da stress",3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,,"Mista, prevalentemente in presenza",,,,,"Telefono (chiamate, SMS)",,,,,"Telefono (chiamate, SMS)",,"Telefono (chiamate, SMS)",3.0
31,31 - 40,Femminile,Emilia-Romagna,Ospedale Privato/Casa di Cura convenzionato con il SSN,Tecnico/a della riabilitazione psichiatrica,Sì,Interruzione di servizi non urgenti,5,"Esclusivamente in remoto, tramite strumenti telematici",Non so,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), Videoconferenza (Skype, Zoom etc), e-mail",,51-75%,5.0,"Sì, la struttura si è attrezzata DURANTE l'emergenza","Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), e-mail",e-mail,e-mail,,,"Telefono (chiamate, SMS)",,,,,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), e-mail",,,25-50%,2.0,"Sì, ma con frequenza inferiore",,,,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,,,Esclusivamente in presenza,e-mail,e-mail,,,"Telefono (chiamate, SMS)",,,,,"Telefono (chiamate, SMS), Chat (Whatsapp, Telegram etc), e-mail",,,3.0
32,> 60,Femminile,Lombardia,Azienda Socio-Sanitaria Territoriale,Psichiatra,Sì,Ho contratto l'infezione,5,"Mista, prevalentemente tramite strumenti telematici",Sì,"Telefono (chiamate, SMS), Videoconferenza (Skype, Zoom etc)",,25-50%,3.0,"Sì, la struttura si è attrezzata DURANTE l'emergenza","Telefono (chiamate, SMS), e-mail","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,,,,,25-50%,3.0,"Sì, ma con frequenza inferiore",Adulti,"Pazienti che vivono in località difficilmente raggiungibili, Caregiver di pazienti con patologie croniche","Disturbo di panico, Disturbo d'ansia sociale, Disturbo ossessivo-compulsivo e correlati",2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,,,"Mista, prevalentemente in presenza","Telefono (chiamate, SMS)",,"Telefono (chiamate, SMS), e-mail","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)","Telefono (chiamate, SMS)",,,,,,,3.0
33,31 - 40,Femminile,Piemonte,Azienda Sanitaria Locale,Psichiatra,Sì,Interruzione di servizi non urgenti,5,"Mista, prevalentemente tramite strumenti telematici",No,"Telefono (chiamate, SMS)",,51-75%,4.0,"Sì, già PRIMA dell'emergenza","Telefono (chiamate, SMS), e-mail",,,"Telefono (chiamate, SMS)",,,"Telefono (chiamate, SMS)",,,,,,,Meno del 25%,3.0,"Sì, ma con frequenza inferiore",Qualsiasi,"Pazienti che vivono in località difficilmente raggiungibili, Caregiver di pazienti con patologie croniche","Disturbi depressivi, Disturbi bipolari, Schizofrenia e altri disturbi psicotici, Stati mentali a rischio di psicosi (UHR), Disturbo di panico, Disturbo d'ansia sociale, Disturbo ossessivo-compulsivo e correlati, Disturbo post-traumatico da stress, Disturbi di personalità, Disturbi dell'alimentazione",2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,,,"Mista, prevalentemente in presenza",,,"Telefono (chiamate, SMS)",,,"Telefono (chiamate, SMS)",,,,,,,3.0
